Date;Source;Target;Label
2024-01-01;CARGO SHIP;PALESTINE;194
2024-01-01;CARGO SHIP;PALESTINE;194
2024-01-01;RULING COALITION;ISRAEL;042
2024-01-01;ISRAEL;;010
2024-01-01;ISRAEL;;010
2024-01-01;ISRAEL;;010
2024-01-01;ISRAEL;;016
2024-01-01;ISRAEL;;020
2024-01-01;ISRAEL;;138
2024-01-01;ISRAEL;AFRICA;051
2024-01-01;ISRAEL;AFRICA;051
2024-01-01;ISRAEL;AFRICA;112
2024-01-01;ISRAEL;AFRICA;1123
2024-01-01;ISRAEL;AFRICA;1123
2024-01-01;ISRAEL;AFRICA;1123
2024-01-01;ISRAEL;RULING COALITION;043
2024-01-01;ISRAEL;MINIST;061
2024-01-01;ISRAEL;ISRAEL;013
2024-01-01;ISRAEL;ISRAEL;013
2024-01-01;JERUSALEM;ISRAEL;051
2024-01-01;ISRAEL;ISRAEL;051
2024-01-01;ISRAEL;ISRAEL;016
2024-01-01;ISRAEL;ISRAEL;043
2024-01-01;ISRAEL;ISRAEL;112
2024-01-01;ISRAEL;JEWISH;100
2024-01-01;ISRAEL;JEWISH;100
2024-01-01;ISRAEL;JEWISH;020
2024-01-01;JERUSALEM;PALESTINE;013
2024-01-01;JERUSALEM;PALESTINE;013
2024-01-01;ISRAEL;PALESTINIAN;013
2024-01-01;ISRAEL;GAZA;042
2024-01-01;JERUSALEM;PALESTINE;013
2024-01-01;JERUSALEM;PALESTINE;013
2024-01-01;JERUSALEM;PALESTINE;051
2024-01-01;JERUSALEM;PALESTINE;051
2024-01-01;ISRAEL;HAMAS;110
2024-01-01;ISRAEL;HAMAS;190
2024-01-01;ISRAEL;HAMAS;190
2024-01-01;ISRAEL;HAMAS;190
2024-01-01;ISRAEL;PALESTINIAN;190
2024-01-01;ISRAEL;SETTLER;020
2024-01-01;ISRAEL;THE ASSOCIATED PRESS;070
2024-01-01;ISRAEL;;016
2024-01-01;ISRAEL;;112
2024-01-01;ISRAEL;ISRAELI;016
2024-01-01;ISRAEL;ISRAELI;112
2024-01-01;ISRAEL;ISRAEL;013
2024-01-01;ISRAEL;JEWISH;020
2024-01-01;ISRAEL;GAZA;042
2024-01-01;ISRAEL;PALESTINIAN;013
2024-01-01;ISRAEL;SETTLER;020
2024-01-01;AMMAN;ISRAEL;061
2024-01-01;MEDIA;ISRAEL;025
2024-01-01;MEDIA;ISRAEL;100
2024-01-01;MEDIA;PALESTINE;025
2024-01-01;MEDIA;PALESTINE;025
2024-01-01;MILITARY;ISRAEL;130
2024-01-01;MUSLIM;PALESTINE;172
2024-01-01;MUSLIM;PALESTINE;172
2024-01-01;PALESTINE;;020
2024-01-01;PALESTINE;;020
2024-01-01;GAZA;ISRAEL;010
2024-01-01;GAZA;ISRAEL;010
2024-01-01;GAZA;ISRAEL;010
2024-01-01;GAZA;ISRAEL;010
2024-01-01;PALESTINE;ISRAEL;020
2024-01-01;PALESTINE;ISRAEL;020
2024-01-01;GAZA;ISRAEL;043
2024-01-01;GAZA;ISRAEL;043
2024-01-01;HAMAS;;010
2024-01-01;HAMAS;;111
2024-01-01;HAMAS;CIVILIAN;190
2024-01-01;FIGHTER;ISRAEL;0332
2024-01-01;THE US;YEMEN;193
2024-01-01;THE US;YEMEN;193
2024-01-01;THE US;YEMEN;193
2024-01-01;YEMEN;CARGO SHIP;195
2024-01-01;YEMEN;IRAN;195
2024-01-01;YEMEN;PHALANX;194
2024-01-01;YEMEN;REBEL;030
2023-12-25;TEHRAN;ISRAEL;112
2024-01-01;CARGO SHIP;PALESTINE;051
2024-01-01;CARGO SHIP;PALESTINE;051
2024-01-01;CIVILIAN;ISRAEL;010
2024-01-01;IRANIAN;YEMEN;080
2024-01-01;IRANIAN;YEMEN;080
2024-01-01;IRAN;YEMEN;080
2024-01-01;IRAQI;ISRAEL;190
2024-01-01;IRAQI;ISRAEL;190
2024-01-01;ISRAEL;;114
2024-01-01;ISRAEL;;120
2024-01-01;ISRAEL;CIVILIAN;190
2024-01-01;ISRAEL;UNIVERSITY;111
2024-01-01;ISRAEL;IRAQI;110
2024-01-01;ISRAEL;IRAQI;190
2024-01-01;ISRAEL;IRAQI;190
2024-01-01;ISRAEL;ISRAELI;040
2024-01-01;ISRAEL;ISRAEL;010
2024-01-01;ISRAEL;ISRAEL;013
2024-01-01;ISRAEL;MILITARY;070
2024-01-01;ISRAEL;PALESTINIAN;051
2024-01-01;ISRAEL;GAZA;060
2024-01-01;ISRAEL;GAZA;060
2024-01-01;ISRAEL;PALESTINIAN;190
2024-01-01;ISRAEL;EXTREMIST;051
2024-01-01;ISRAEL;ISRAEL;040
2024-01-01;ISRAEL;ISRAELI;010
2024-01-01;ISRAEL;GAZA;171
2024-01-01;ISRAEL;GAZA;190
2024-01-01;COMMANDER;ISRAEL;010
2024-01-01;ISLAMIC;GAZA;020
2024-01-01;PROTESTER;ISRAEL;0256
2024-01-01;PROTESTER;ISRAEL;0256
2024-01-01;PROTESTER;GAZA;0256
2024-01-01;PROTESTER;GAZA;0256
2024-01-01;GAZA;;114
2024-01-01;GAZA;ISRAEL;060
2024-01-01;GAZA;ISRAEL;060
2024-01-01;GAZA;ISRAEL;114
2024-01-01;GAZA;ISRAEL;114
2024-01-01;GAZA;EXTREMIST;051
2024-01-01;PALESTINE;GAZA;190
2024-01-01;PALESTINE;GAZA;190
2024-01-01;EXTREMIST;ISRAEL;013
2024-01-01;REBEL GROUP;ISRAEL;130
2024-01-01;REBEL GROUP;ISRAEL;130
2024-01-01;REBEL GROUP;ISRAEL;138
2024-01-01;ALEPPO;ISRAEL;010
2024-01-01;ALEPPO;ISRAEL;190
2024-01-01;NEW YORK;ISRAEL;180
2024-01-01;NEW YORK;ISRAEL;180
2024-01-01;SETTLEMENT;ISRAEL;010
2024-01-01;SETTLEMENT;PALESTINE;010
2024-01-01;SETTLEMENT;PALESTINE;010
2024-01-01;DJIBOUTI;PALESTINE;051
2024-01-01;DJIBOUTI;PALESTINE;051
2024-01-01;DJIBOUTI;PALESTINE;051
2024-01-01;DJIBOUTI;PALESTINE;051
2024-01-01;UNITED KINGDOM;YEMEN;090
2024-01-01;UNITED KINGDOM;YEMEN;190
2024-01-01;UNITED KINGDOM;YEMEN;190
2024-01-01;BRITAIN;YEMEN;090
2024-01-01;BRITAIN;YEMEN;195
2024-01-01;ISRAEL;;020
2024-01-01;ISRAEL;;020
2024-01-01;ISRAEL;;073
2024-01-01;ISRAEL;;0841
2024-01-01;ISRAEL;GULF ARAB STATE;050
2024-01-01;ISRAEL;EGYPT;080
2024-01-01;ISRAEL;EGYPT;080
2024-01-01;ISRAEL;ISRAEL;051
2024-01-01;ISRAEL;ISRAEL;191
2024-01-01;ISRAEL;PALESTINIAN;060
2024-01-01;ISRAEL;GAZA;0874
2024-01-01;ISRAEL;PALESTINIAN;193
2024-01-01;ISRAEL;HAMAS;012
2024-01-01;ISRAEL;HAMAS;025
2024-01-01;ISRAEL;REUTERS;013
2024-01-01;ISRAEL;REUTERS;013
2024-01-01;ISRAEL;REUTERS;013
2024-01-01;ISRAEL;UN SECURITY COUNCIL;020
2024-01-01;ISRAEL;HAMAS;025
2024-01-01;ISRAEL;HAMAS;025
2024-01-01;ISRAEL;ISRAEL;060
2024-01-01;ISRAEL;ISRAEL;193
2024-01-01;ISRAEL;PALESTINIAN;060
2024-01-01;ISRAEL;PALESTINIAN;193
2024-01-01;MUSLIM;PALESTINE;051
2024-01-01;MUSLIM;PALESTINE;051
2024-01-01;MUSLIM;PALESTINE;172
2024-01-01;MUSLIM;PALESTINE;172
2024-01-01;RED CRESCENT;ISRAEL;073
2024-01-01;RED CRESCENT;GAZA;073
2024-01-01;PALESTINE;;051
2024-01-01;PALESTINE;;051
2024-01-01;PALESTINE;GULF ARAB STATE;050
2024-01-01;PALESTINE;GULF ARAB STATE;050
2024-01-01;PALESTINE;CIVILIAN;110
2024-01-01;PALESTINE;CIVILIAN;110
2024-01-01;PALESTINE;UN SECURITY COUNCIL;020
2024-01-01;PALESTINE;UN SECURITY COUNCIL;020
2024-01-01;PALESTINE;ISRAEL;051
2024-01-01;PALESTINE;ISRAEL;051
2024-01-01;PALESTINE;ISRAEL;051
2024-01-01;PALESTINE;ISRAEL;051
2024-01-01;GAZA;ISRAEL;073
2024-01-01;GAZA;ISRAEL;073
2024-01-01;GAZA;ISRAEL;073
2024-01-01;GAZA;ISRAEL;073
2024-01-01;PALESTINE;ISRAEL;051
2024-01-01;PALESTINE;ISRAEL;051
2024-01-01;PALESTINE;FIGHTER;110
2024-01-01;PALESTINE;FIGHTER;110
2024-01-01;PALESTINE;REUTERS;013
2024-01-01;PALESTINE;REUTERS;013
2024-01-01;PALESTINE;UN SECURITY COUNCIL;020
2024-01-01;PALESTINE;UN SECURITY COUNCIL;020
2024-01-01;A US;YEMEN;194
2024-01-01;YEMEN;HAMAS;051
2023-12-25;IMMIGRANT;ISRAEL;042
2023-12-25;ISRAEL;IMMIGRANT;043
2023-12-25;SENATE;ISRAEL;027
2023-12-25;SENATE;ISRAEL;027
2023-12-25;SENATE;PALESTINE;027
2023-12-25;SENATE;PALESTINE;027
2023-12-25;SENATE;PALESTINE;027
2023-12-25;SENATE;PALESTINE;027
2024-01-01;IMMIGRANT;ISRAEL;042
2024-01-01;EGYPT;PALESTINE;012
2024-01-01;EGYPT;PALESTINE;012
2024-01-01;PRIME MINISTER;PALESTINE;120
2024-01-01;PRIME MINISTER;PALESTINE;120
2024-01-01;IRANIAN;GAZA;018
2024-01-01;IRAN;ISRAEL;018
2024-01-01;IRANIAN;GAZA;018
2024-01-01;ISRAEL;;060
2024-01-01;ISRAEL;;182
2024-01-01;ISRAEL;;186
2024-01-01;ISRAEL;POPULATION;013
2024-01-01;ISRAEL;IMMIGRANT;043
2024-01-01;ISRAEL;ISRAEL;190
2024-01-01;ISRAEL;MILITARY;043
2024-01-01;ISRAEL;GAZA;010
2024-01-01;ISRAEL;GAZA;0874
2024-01-01;ISRAEL;PALESTINIAN;173
2024-01-01;ISRAEL;GAZA;190
2024-01-01;ISRAEL;AL JAZEERA;010
2024-01-01;ISRAEL;AL JAZEERA;013
2024-01-01;ISRAEL;YEMEN;010
2024-01-01;ISRAEL;YEMEN;010
2024-01-01;ISRAEL;YEMEN;051
2024-01-01;ISRAEL;ISRAEL;190
2024-01-01;ISRAEL;;012
2024-01-01;ISRAEL;;012
2024-01-01;ISRAEL;YEMEN;010
2024-01-01;ISRAEL;ISRAELI;190
2024-01-01;COMMANDER;ISRAEL;013
2024-01-01;COMMANDER;ISRAEL;013
2024-01-01;MILITARY;ISRAEL;042
2024-01-01;CREATIVITY;ISRAEL;020
2024-01-01;CREATIVITY;GAZA;020
2024-01-01;CREATIVITY;GAZA;020
2024-01-01;ANTONIO GUTERRES;ISRAEL;010
2024-01-01;ANTONIO GUTERRES;ISRAEL;010
2024-01-01;ANTONIO GUTERRES;HAMAS;010
2024-01-01;ANTONIO GUTERRES;HAMAS;010
2024-01-01;GAZA;;013
2024-01-01;PALESTINE;;071
2024-01-01;PALESTINE;;071
2024-01-01;PALESTINE;;071
2024-01-01;PALESTINE;;071
2024-01-01;GAZA;POPULATION;013
2024-01-01;GAZA;POPULATION;013
2024-01-01;GAZA;POPULATION;051
2024-01-01;GAZA;POPULATION;051
2024-01-01;PALESTINE;ISRAEL;051
2024-01-01;PALESTINE;ISRAEL;051
2024-01-01;GAZA;ISRAEL;186
2024-01-01;GAZA;ISRAEL;186
2024-01-01;WEST BANK;ISRAEL;190
2024-01-01;WEST BANK;ISRAEL;190
2024-01-01;PALESTINE;ISRAEL;071
2024-01-01;PALESTINE;ISRAEL;071
2024-01-01;PALESTINE;ISRAEL;071
2024-01-01;PALESTINE;ISRAEL;071
2024-01-01;PALESTINE;ISRAEL;071
2024-01-01;PALESTINE;ISRAEL;071
2024-01-01;GAZA;JEWISH;020
2024-01-01;GAZA;JEWISH;020
2024-01-01;PALESTINE;PALESTINIAN;071
2024-01-01;PALESTINE;PALESTINIAN;071
2024-01-01;GAZA;AL JAZEERA;010
2024-01-01;HAMAS;;050
2024-01-01;HAMAS;;051
2024-01-01;HAMAS;;051
2024-01-01;HAMAS;GAZA;190
2024-01-01;HAMAS;GAZA;190
2024-01-01;MILITANT;YEMEN;190
2024-01-01;MILITANT;YEMEN;190
2024-01-01;YEMEN;;192
2024-01-01;YEMEN;MILITANT;190
2024-01-01;YEMEN;MILITANT;190
2024-01-01;YEMEN;REBEL;010
2024-01-01;YEMEN;REBEL;190
2024-01-01;EGYPT;PALESTINE;012
2024-01-01;EGYPT;PALESTINE;012
2024-01-01;EGYPT;GAZA;073
2024-01-01;EGYPT;GAZA;073
2024-01-01;EGYPT;GAZA;073
2024-01-01;FRANCE;ISRAEL;138
2024-01-01;GOVERNMENT;ISRAEL;020
2024-01-01;MINIST;ISRAEL;031
2024-01-01;MINIST;ISRAEL;031
2024-01-01;GOVERNMENT;ISRAEL;052
2024-01-01;SPECIAL ENVOY;YEMEN;010
2024-01-01;ISRAEL;RESIDENTS;012
2024-01-01;ISRAEL;MINIST;031
2024-01-01;ISRAEL;MINIST;031
2024-01-01;ISRAEL;PALESTINIAN;051
2024-01-01;ISRAEL;PALESTINIAN;138
2024-01-01;CONGRESS;ISRAEL;020
2024-01-01;CONGRESS;ISRAEL;141
2024-01-01;CONGRESS;GAZA;020
2024-01-01;CONGRESS;GAZA;141
2024-01-01;MILITARY;ISRAEL;020
2024-01-01;AIRCRAFT CARRIER;ISRAEL;042
2024-01-01;MILITARY;ISRAEL;052
2024-01-01;MUSLIM;PALESTINE;172
2024-01-01;MUSLIM;PALESTINE;172
2024-01-01;ACTIVIST;PALESTINE;138
2024-01-01;ACTIVIST;PALESTINE;138
2024-01-01;PALESTINE;;203
2024-01-01;PALESTINE;;203
2024-01-01;GAZA;RESIDENTS;012
2024-01-01;GAZA;RESIDENTS;012
2024-01-01;GAZA;EGYPT;112
2024-01-01;PALESTINE;ISRAEL;051
2024-01-01;PALESTINE;ISRAEL;051
2024-01-01;PALESTINE;ISRAEL;160
2024-01-01;PALESTINE;ISRAEL;160
2024-01-01;HAMAS;ISRAEL;042
2024-01-01;HAMAS;ISRAEL;042
2024-01-01;POLITICIAN;ISRAEL;1043
2024-01-01;SYRIA;ISRAEL;195
2024-01-01;SYRIA;ISRAEL;195
2024-01-01;TURKEY;PALESTINE;051
2024-01-01;TURKEY;PALESTINE;051
2024-01-01;TURKEY;PALESTINE;051
2024-01-01;TURKEY;PALESTINE;051
2024-01-01;TERRORIST;ISRAEL;138
2024-01-01;YEMEN;SPECIAL ENVOY;010
2024-01-01;CANADA;ISRAEL;020
2024-01-01;CANADIAN;GAZA;020
2024-01-01;GOVERNMENT;ISRAEL;020
2024-01-01;GOVERNMENT;GAZA;020
2024-01-01;GOVERNMENT;GAZA;020
2024-01-01;HOSPITAL;ISRAEL;043
2024-01-01;IRISH;ISRAEL;020
2024-01-01;ISRAEL;;203
2024-01-01;ISRAEL;MINIST OF RELIGIOUS AFFAIRS;0874
2024-01-01;ISRAEL;MINIST OF RELIGIOUS AFFAIRS;190
2024-01-01;ISRAEL;EUROPEAN PARLIAMENT;1124
2024-01-01;ISRAEL;PROTESTER;043
2024-01-01;ISRAEL;HAMAS;042
2024-01-01;ISRAEL;HAMAS;194
2024-01-01;ISRAEL;HAMAS;010
2024-01-01;ISRAEL;HAMAS;194
2024-01-01;ISRAEL;ISRAEL;010
2024-01-01;ISRAEL;GAZA;010
2024-01-01;PROTESTER;ISRAEL;0256
2024-01-01;PROTESTER;ISRAEL;042
2024-01-01;PROTESTER;GAZA;0256
2024-01-01;PROTESTER;GAZA;0256
2024-01-01;PROTESTER;GAZA;042
2024-01-01;GAZA;;042
2024-01-01;GAZA;;203
2024-01-01;GAZA;MINIST OF RELIGIOUS AFFAIRS;0874
2024-01-01;GAZA;ISRAEL;0874
2024-01-01;GAZA;ISRAEL;0874
2024-01-01;GAZA;ISRAEL;203
2024-01-01;GAZA;ISRAEL;203
2024-01-01;GAZA;PROTESTER;043
2024-01-01;GAZA;HAMAS;042
2024-01-01;HAMAS;;1821
2024-01-01;HAMAS;POLICE;190
2024-01-01;HAMAS;ISRAEL;043
2024-01-01;HAMAS;ISRAEL;043
2024-01-01;HAMAS;ISRAEL;171
2024-01-01;HAMAS;ISRAEL;171
2024-01-01;HAMAS;ISRAEL;180
2024-01-01;HAMAS;ISRAEL;180
2024-01-01;HAMAS;ISRAEL;1821
2024-01-01;HAMAS;ISRAEL;1821
2024-01-01;HAMAS;ISRAEL;1821
2024-01-01;HAMAS;ISRAEL;1821
2024-01-01;HAMAS;GAZA;043
2024-01-01;HAMAS;GAZA;043
2024-01-01;HAMAS;GUNMEN;016
2024-01-01;HAMAS;GUNMEN;180
2024-01-01;SWEDEN;ISRAEL;020
2024-01-01;CHRISTIAN;ISRAEL;173
2024-01-01;CHRISTIAN;GAZA;173
2024-01-01;BERLIN;ISRAEL;012
2024-01-01;BERLIN;PALESTINE;043
2024-01-01;EGYPTIAN;ISRAEL;043
2024-01-01;EGYPT;ISRAEL;043
2024-01-01;ISRAEL;;010
2024-01-01;ISRAEL;;043
2024-01-01;ISRAEL;;051
2024-01-01;ISRAEL;;111
2024-01-01;ISRAEL;;111
2024-01-01;ISRAEL;EGYPT;042
2024-01-01;ISRAEL;EGYPTIAN;042
2024-01-01;ISRAEL;ISRAEL;042
2024-01-01;ISRAEL;ISRAEL;194
2024-01-01;ISRAEL;MILITARY;070
2024-01-01;ISRAEL;RESERVIST;084
2024-01-01;ISRAEL;RESERVIST;084
2024-01-01;ISRAEL;GAZA;020
2024-01-01;ISRAEL;GAZA;0256
2024-01-01;ISRAEL;PALESTINIAN;051
2024-01-01;ISRAEL;GAZA;111
2024-01-01;ISRAEL;GAZA;180
2024-01-01;ISRAEL;GAZA;195
2024-01-01;ISRAEL;HAMAS;043
2024-01-01;ISRAEL;HAMAS;190
2024-01-01;ISRAEL;SETTLER;020
2024-01-01;ISRAEL;UKRAINE;051
2024-01-01;ISRAEL;ISRAELI;043
2024-01-01;ISRAEL;GAZA;0256
2024-01-01;NAVY;YEMEN;195
2024-01-01;NAVY;YEMEN;195
2024-01-01;DEMONSTRATOR;ISRAEL;051
2024-01-01;DEMONSTRATOR;ISRAEL;141
2024-01-01;DEMONSTRATOR;GAZA;141
2024-01-01;PAKISTAN;PALESTINE;051
2024-01-01;PAKISTAN;PALESTINE;051
2024-01-01;PAKISTAN;PALESTINE;172
2024-01-01;PAKISTAN;PALESTINE;172
2024-01-01;PALESTINE;;010
2024-01-01;PALESTINE;;010
2024-01-01;PALESTINE;;0256
2024-01-01;PALESTINE;;0256
2024-01-01;GAZA;HOSPITAL;1712
2024-01-01;PALESTINE;ISRAEL;010
2024-01-01;PALESTINE;ISRAEL;010
2024-01-01;PALESTINE;ISRAEL;0256
2024-01-01;PALESTINE;ISRAEL;0256
2024-01-01;PALESTINE;ISRAEL;111
2024-01-01;PALESTINE;ISRAEL;111
2024-01-01;GAZA;UNITED STATES;043
2024-01-01;GAZA;UNITED STATES;043
2024-01-01;PALESTINE;GAZA;0256
2024-01-01;PALESTINE;GAZA;0256
2024-01-01;PALESTINE;BERLIN;042
2024-01-01;PALESTINE;PALESTINE;051
2024-01-01;PALESTINE;PALESTINE;051
2024-01-01;PALESTINE;PALESTINE;051
2024-01-01;PALESTINE;PALESTINE;051
2024-01-01;HAMAS;;010
2024-01-01;HAMAS;;043
2024-01-01;HAMAS;;1053
2024-01-01;HAMAS;;1053
2024-01-01;HAMAS;;141
2024-01-01;HAMAS;ISRAEL;173
2024-01-01;HAMAS;ISRAEL;173
2024-01-01;HAMAS;ISRAEL;173
2024-01-01;HAMAS;ISRAEL;173
2024-01-01;HAMAS;ISRAEL;173
2024-01-01;HAMAS;ISRAEL;173
2024-01-01;HAMAS;ISRAEL;042
2024-01-01;HAMAS;ISRAEL;042
2024-01-01;HAMAS;ISRAEL;190
2024-01-01;HAMAS;ISRAEL;190
2024-01-01;HAMAS;ISRAEL;190
2024-01-01;HAMAS;ISRAEL;190
2024-01-01;HAMAS;MEDIA;190
2024-01-01;HAMAS;MEDIA;190
2024-01-01;UNITED STATES;ISRAEL;020
2024-01-01;UNITED STATES;ISRAEL;051
2024-01-01;UNITED STATES;GAZA;020
2024-01-01;UNITED STATES;GAZA;020
2024-01-01;UNITED STATES;GAZA;042
2024-01-01;UNITED STATES;GAZA;042
2024-01-01;YEMEN;AMERICAN;130
2024-01-01;YEMEN;YEMEN;130
2024-01-01;YEMEN;UNITED STATES;111
2024-01-01;YEMEN;UNITED STATES;111
2024-01-01;YEMEN;UNITED STATES;130
2024-01-01;YEMEN;UNITED STATES;130
2024-01-01;YEMEN;YEMEN;190
2024-01-01;YEMEN;YEMENI;190
2024-01-01;MARONITE;ISRAEL;120
2024-01-01;MARONITE;ISRAEL;120
2024-01-01;MARONITE;HAMAS;120
2024-01-01;MARONITE;HAMAS;120
2024-01-01;SETTLEMENT;ISRAEL;080
2024-01-01;SETTLEMENT;ISRAEL;0874
2024-01-01;CIVILIAN;ISRAEL;194
2024-01-01;CIVILIAN;GAZA;194
2024-01-01;CIVILIAN;ISRAEL;190
2024-01-01;FRANCE;ISRAEL;043
2024-01-01;FRANCE;ISRAEL;043
2024-01-01;FRANCE;PALESTINE;043
2024-01-01;FRANCE;PALESTINE;043
2024-01-01;FRANCE;PALESTINE;043
2024-01-01;FRANCE;PALESTINE;043
2024-01-01;FRANCE;PALESTINE;043
2024-01-01;FRANCE;PALESTINE;043
2024-01-01;MINISTRY;ISRAEL;020
2024-01-01;MINISTRY;ISRAEL;020
2024-01-01;MINISTRY;ISRAEL;020
2024-01-01;MINISTRY;ISRAEL;190
2024-01-01;MINISTRY;ISRAEL;190
2024-01-01;PRESIDENT;PALESTINE;051
2024-01-01;PRESIDENT;PALESTINE;051
2024-01-01;FINANCE MINIST;PALESTINE;075
2024-01-01;FINANCE MINIST;PALESTINE;075
2024-01-01;MINISTRY;HAMAS;190
2024-01-01;MINISTRY;HAMAS;190
2024-01-01;HEALTH MINIST;ISRAEL;072
2024-01-01;HEALTH MINIST;ISRAEL;1123
2024-01-01;HEALTH MINIST;ISRAEL;072
2024-01-01;HEALTH MINIST;ISRAEL;1123
2024-01-01;THE UN;GAZA;040
2024-01-01;IRAN;ISRAEL;173
2024-01-01;IRAN;ISRAEL;173
2024-01-01;IRAN;ISRAEL;173
2024-01-01;ISRAEL;;043
2024-01-01;ISRAEL;;172
2024-01-01;ISRAEL;;194
2024-01-01;ISRAEL;AFRICA;111
2024-01-01;ISRAEL;AFRICA;111
2024-01-01;ISRAEL;AFRICA;111
2024-01-01;ISRAEL;EGYPT;194
2024-01-01;ISRAEL;FRANCE;042
2024-01-01;ISRAEL;FRANCE;042
2024-01-01;ISRAEL;MINIST;190
2024-01-01;ISRAEL;MINISTRY;190
2024-01-01;ISRAEL;HEALTH MINIST;072
2024-01-01;ISRAEL;HEALTH MINIST;072
2024-01-01;ISRAEL;IRANIAN;040
2024-01-01;ISRAEL;LEBANESE;193
2024-01-01;ISRAEL;LEBANESE;193
2024-01-01;ISRAEL;BLOG;070
2024-01-01;ISRAEL;GAZA;042
2024-01-01;ISRAEL;PALESTINIAN;080
2024-01-01;ISRAEL;GAZA;0874
2024-01-01;ISRAEL;GAZA;190
2024-01-01;ISRAEL;GAZA;190
2024-01-01;ISRAEL;PALESTINIAN;190
2024-01-01;ISRAEL;GAZA;194
2024-01-01;ISRAEL;HAMAS;194
2024-01-01;ISRAEL;HAMAS;194
2024-01-01;ISRAEL;HAMAS;010
2024-01-01;ISRAEL;PALESTINIAN;180
2024-01-01;ISRAEL;PALESTINIAN;180
2024-01-01;ISRAEL;REBEL;043
2024-01-01;ISRAEL;REFUGEE;190
2024-01-01;ISRAEL;PREACHER;190
2024-01-01;ISRAEL;PREACHER;190
